CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,CustomerValueScore,EngagementScore,HighRiskCategory,HighRiskPayment,LowSatisfaction,OrderFrequency,CashbackEfficiency,IsLoyalCustomer,HighValueCustomer,ServiceQualityScore,LogisticsConvenience,PreferredLoginDevice_encoded,PreferredPaymentMode_encoded,Gender_encoded,PreferedOrderCat_encoded,MaritalStatus_encoded,Gender_Category_Interaction,Gender_Category_Interaction_encoded,CustomerSegment
52561,0,8.0,Computer,1,8.0,Credit Card,Male,3.0,4,Mobile Phone,1,Single,1,1,14.0,1.0,1.0,4.0,149,0.5489999999999999,4.9,1,0,1,0.125,149.0,0,0,0.6,1,0,3,1,4,2,1_4,10,4
52562,0,16.0,Mobile Phone,3,8.0,Credit Card,Male,3.0,3,Laptop & Accessory,1,Married,2,1,17.0,3.0,8.0,8.0,178,2.678,6.4,0,0,1,0.5,22.25,1,1,0.6,1,1,3,1,2,1,1_2,8,3
52563,0,0.0,Phone,1,15.0,Credit Card,Male,3.0,1,Mobile Phone,3,Married,2,0,16.0,0.0,1.0,4.0,144,0.744,4.300000000000001,1,0,0,0.0,144.0,0,0,2.5999999999999996,1,2,3,1,4,1,1_4,10,2
52564,0,14.0,Mobile Phone,3,12.0,E wallet,Male,2.0,3,Fashion,3,Single,2,0,12.0,3.0,8.0,7.0,192,2.692,6.1000000000000005,0,0,0,0.5714285714285714,24.0,1,1,2.5999999999999996,1,1,5,1,0,2,1_0,6,3
52565,0,2.0,Phone,1,15.0,CC,Female,3.0,3,Mobile,3,Married,10,0,17.0,0.0,1.0,2.0,130,0.73,4.9,1,0,0,0.5,130.0,0,0,2.5999999999999996,1,2,0,0,3,1,0_3,3,2
52566,0,9.0,Phone,3,8.0,Debit Card,Female,2.0,3,Laptop & Accessory,1,Single,4,0,15.0,6.0,6.0,7.0,145,1.8449999999999998,5.5,0,0,1,0.6666666666666666,24.166666666666668,0,1,1.4,1,2,4,0,2,2,0_2,2,4
52567,0,18.0,Computer,1,7.0,Debit Card,Male,3.0,4,Fashion,3,Married,4,0,23.0,4.0,14.0,4.0,207,4.707,8.8,0,0,0,0.7777777777777778,14.785714285714286,1,1,2.5999999999999996,1,0,4,1,0,1,1_0,6,3
52568,1,9.0,Mobile Phone,2,28.0,UPI,Male,2.0,5,Mobile Phone,3,Married,2,0,11.0,0.0,1.0,0.0,116,0.516,5.1,1,0,0,0.1111111111111111,116.0,0,0,2.5999999999999996,0,1,6,1,4,1,1_4,10,2
52569,1,10.0,Computer,3,15.0,Debit Card,Male,2.0,5,Grocery,3,Married,8,0,11.0,6.0,14.0,3.0,229,4.529000000000001,8.7,0,0,0,1.4,16.357142857142858,0,1,2.5999999999999996,1,0,4,1,1,1,1_1,7,3
52570,0,9.0,Phone,1,23.0,CC,Male,3.0,5,Mobile,3,Married,2,0,15.0,1.0,1.0,2.0,123,0.7230000000000001,5.300000000000001,1,0,0,0.1111111111111111,123.0,0,0,2.5999999999999996,0,2,0,1,3,1,1_3,9,1
52571,0,18.0,Mobile Phone,1,34.0,Cash on Delivery,Female,2.0,4,Grocery,4,Single,2,0,11.0,1.0,8.0,6.0,267,2.8669999999999995,6.4,0,1,0,0.4444444444444444,33.375,1,1,3.2,0,1,2,0,1,2,0_1,1,3
52572,0,5.0,Computer,1,16.0,Debit Card,Male,2.0,3,Mobile,3,Married,7,0,13.0,0.0,1.0,3.0,134,0.534,4.4,1,0,0,0.2,134.0,0,0,2.5999999999999996,0,0,4,1,3,1,1_3,9,2
52573,0,4.0,Phone,1,8.0,Debit Card,Male,3.0,3,Mobile,3,Married,2,0,14.0,1.0,1.0,3.0,135,0.7350000000000001,4.800000000000001,1,0,0,0.25,135.0,0,0,2.5999999999999996,1,2,4,1,3,1,1_3,9,2
52574,0,14.0,Computer,2,10.0,UPI,Male,2.0,5,Laptop & Accessory,4,Married,7,0,19.0,0.0,1.0,2.0,164,0.6639999999999999,4.9,0,0,0,0.07142857142857142,164.0,0,0,3.2,1,0,6,1,2,1,1_2,8,2
52575,0,13.0,Mobile Phone,1,14.0,Debit Card,Female,3.0,3,Laptop & Accessory,5,Married,3,1,16.0,1.0,1.0,0.0,165,0.965,5.1000000000000005,0,0,0,0.07692307692307693,165.0,0,0,3.0,1,1,4,0,2,1,0_2,2,2
52576,0,0.0,Phone,1,35.0,Credit Card,Male,3.0,3,Mobile Phone,5,Married,2,0,13.0,1.0,1.0,2.0,139,0.9390000000000002,4.9,1,0,0,0.0,139.0,0,0,3.8,0,2,3,1,4,1,1_4,10,2
52577,0,19.0,Mobile Phone,1,19.0,Debit Card,Male,2.0,3,Laptop & Accessory,4,Single,7,0,14.0,1.0,1.0,9.0,156,0.6559999999999999,3.8000000000000003,0,0,0,0.05263157894736842,156.0,0,0,3.2,0,1,4,1,2,2,1_2,8,2
52578,0,8.0,Mobile Phone,1,33.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Married,3,0,16.0,1.0,1.0,7.0,169,0.569,4.0,0,0,0,0.125,169.0,0,0,2.5999999999999996,0,1,4,1,2,1,1_2,8,2
52579,0,3.0,Phone,1,22.0,Debit Card,Male,3.0,3,Mobile,1,Married,2,0,12.0,0.0,1.0,8.0,129,0.5290000000000001,4.300000000000001,1,0,1,0.3333333333333333,129.0,0,0,1.4,0,2,4,1,3,1,1_3,9,4
52580,0,20.0,Computer,3,8.0,E wallet,Male,2.0,3,Laptop & Accessory,4,Married,8,0,11.0,0.0,1.0,0.0,150,0.6499999999999999,4.7,0,0,0,0.05,150.0,0,0,3.2,1,0,5,1,2,1,1_2,8,2
52581,0,19.0,Mobile Phone,3,8.0,Debit Card,Male,3.0,3,Fashion,1,Married,5,1,12.0,0.0,1.0,3.0,204,0.6040000000000001,4.800000000000001,0,0,1,0.05263157894736842,204.0,0,0,0.6,1,1,4,1,0,1,1_0,6,4
52582,1,0.0,Mobile Phone,3,19.0,E wallet,Male,3.0,4,Laptop & Accessory,5,Married,6,1,13.0,1.0,2.0,2.0,161,1.2610000000000001,5.4,0,0,0,0.0,80.5,0,0,3.0,0,1,5,1,2,1,1_2,8,1
52583,1,0.0,Mobile Phone,3,7.0,Debit Card,Male,2.0,5,Laptop & Accessory,4,Single,7,0,15.0,0.0,1.0,0.0,167,0.667,5.1,0,0,0,0.0,167.0,0,0,3.2,1,1,4,1,2,2,1_2,8,2
52584,0,0.0,Phone,1,10.0,CC,Female,2.0,3,Mobile,4,Single,2,0,13.0,0.0,1.0,2.0,133,0.633,4.5,1,0,0,0.0,133.0,0,0,3.2,1,2,0,0,3,2,0_3,3,2
52585,0,4.0,Computer,1,30.0,COD,Female,1.0,3,Laptop & Accessory,1,Single,3,0,20.0,0.0,1.0,4.0,152,0.1519999999999999,3.9000000000000004,0,1,1,0.25,152.0,0,0,1.4,0,0,1,0,2,2,0_2,2,2
52586,0,12.0,Computer,1,7.0,Debit Card,Male,3.0,3,Laptop & Accessory,1,Married,2,1,15.0,0.0,5.0,8.0,165,1.7650000000000001,5.5,0,0,1,0.4166666666666667,33.0,0,1,0.6,1,0,4,1,2,1,1_2,8,4
52587,0,5.0,Mobile Phone,3,25.0,Debit Card,Male,3.0,5,Fashion,3,Married,4,0,13.0,0.0,1.0,2.0,196,0.796,5.300000000000001,0,0,0,0.2,196.0,0,0,2.5999999999999996,0,1,4,1,0,1,1_0,6,2
52588,0,13.0,Mobile Phone,3,13.0,Credit Card,Male,2.0,3,Others,4,Single,2,0,15.0,12.0,12.0,8.0,298,4.098,7.2,0,0,0,0.9230769230769231,24.833333333333332,1,1,3.2,1,1,3,1,5,2,1_5,11,3
52589,0,18.0,Mobile Phone,2,10.0,Debit Card,Female,2.0,5,Fashion,3,Married,5,0,21.0,1.0,1.0,3.0,198,0.598,4.800000000000001,0,0,0,0.05555555555555555,198.0,0,0,2.5999999999999996,1,1,4,0,0,1,0_0,0,0
52590,0,3.0,Computer,1,8.0,COD,Female,3.0,4,Mobile Phone,5,Single,1,0,16.0,0.0,1.0,7.0,150,0.9500000000000001,4.6000000000000005,1,1,0,0.3333333333333333,150.0,0,0,3.8,1,0,1,0,4,2,0_4,4,2
52591,0,9.0,Computer,2,16.0,CC,Male,2.0,3,Mobile,1,Married,1,0,14.0,0.0,2.0,1.0,121,0.621,4.9,1,0,1,0.2222222222222222,60.5,0,0,1.4,0,0,0,1,3,1,1_3,9,4
52592,1,9.0,Computer,2,14.0,UPI,Female,3.0,4,Mobile,1,Married,7,0,11.0,1.0,1.0,2.0,122,0.522,5.1000000000000005,1,0,1,0.1111111111111111,122.0,0,0,1.4,1,0,6,0,3,1,0_3,3,4
52593,0,4.0,Mobile Phone,3,11.0,COD,Male,2.0,3,Laptop & Accessory,3,Married,2,0,19.0,1.0,1.0,2.0,183,0.583,4.5,0,1,0,0.25,183.0,0,0,2.5999999999999996,1,1,1,1,2,1,1_2,8,2
52594,0,0.0,Phone,1,14.0,CC,Female,3.0,3,Mobile,1,Single,2,0,11.0,0.0,1.0,4.0,134,0.534,4.700000000000001,1,0,1,0.0,134.0,0,0,1.4,1,2,0,0,3,2,0_3,3,4
52595,1,0.0,Phone,3,15.0,E wallet,Female,3.0,5,Mobile,4,Single,2,0,13.0,2.0,2.0,2.0,128,1.1280000000000001,5.6000000000000005,1,0,0,0.0,64.0,0,0,3.2,1,2,5,0,3,2,0_3,3,1
52596,0,2.0,Computer,1,7.0,Debit Card,Male,3.0,1,Laptop & Accessory,3,Single,9,1,12.0,1.0,1.0,2.0,163,0.7630000000000001,4.5,0,0,0,0.5,163.0,0,0,1.7999999999999998,1,0,4,1,2,2,1_2,8,2
52597,0,3.0,Mobile Phone,3,21.0,E wallet,Male,3.0,4,Fashion,5,Married,3,0,11.0,1.0,1.0,7.0,171,0.9710000000000002,4.6000000000000005,0,0,0,0.3333333333333333,171.0,0,0,3.8,0,1,5,1,0,1,1_0,6,2
52598,0,7.0,Phone,1,8.0,CC,Male,3.0,1,Mobile,1,Married,1,1,14.0,1.0,1.0,2.0,129,0.5290000000000001,4.5,1,0,1,0.14285714285714285,129.0,0,0,0.6,1,2,0,1,3,1,1_3,9,4
52599,0,6.0,Computer,3,8.0,E wallet,Female,3.0,3,Laptop & Accessory,4,Single,9,0,15.0,1.0,1.0,7.0,151,0.8510000000000002,4.4,0,0,0,0.16666666666666666,151.0,0,0,3.2,1,0,5,0,2,2,0_2,2,2
52600,0,22.0,Phone,3,17.0,E wallet,Female,3.0,3,Laptop & Accessory,1,Single,4,0,12.0,0.0,1.0,4.0,145,0.5449999999999999,4.700000000000001,0,0,1,0.045454545454545456,145.0,0,0,1.4,0,2,5,0,2,2,0_2,2,4
52601,1,0.0,Mobile Phone,3,22.0,Debit Card,Female,3.0,3,Fashion,5,Single,3,1,20.0,1.0,1.0,0.0,186,0.9860000000000001,5.1000000000000005,0,0,0,0.0,186.0,0,0,3.0,0,1,4,0,0,2,0_0,0,2
52602,0,11.0,Computer,1,14.0,CC,Female,3.0,4,Mobile,4,Married,5,0,14.0,0.0,1.0,5.0,125,0.8250000000000002,4.800000000000001,1,0,0,0.09090909090909091,125.0,0,0,3.2,1,0,0,0,3,1,0_3,3,2
52603,1,0.0,Mobile Phone,3,22.0,E wallet,Male,3.0,3,Fashion,3,Married,3,0,13.0,0.0,1.0,0.0,182,0.782,5.1000000000000005,0,0,0,0.0,182.0,0,0,2.5999999999999996,0,1,5,1,0,1,1_0,6,2
52604,0,9.0,Phone,1,10.0,Cash on Delivery,Female,3.0,4,Mobile,5,Married,2,0,13.0,0.0,1.0,0.0,121,0.9210000000000002,5.300000000000001,1,1,0,0.1111111111111111,121.0,0,0,3.8,1,2,2,0,3,1,0_3,3,2
52605,0,3.0,Mobile Phone,1,22.0,Debit Card,Male,2.0,1,Laptop & Accessory,3,Married,4,0,16.0,1.0,1.0,7.0,153,0.5529999999999999,3.6000000000000005,0,0,0,0.3333333333333333,153.0,0,0,2.5999999999999996,0,1,4,1,2,1,1_2,8,2
52606,0,5.0,Computer,1,11.0,COD,Male,3.0,3,Mobile,4,Single,3,0,14.0,1.0,1.0,7.0,127,0.8270000000000002,4.4,1,1,0,0.2,127.0,0,0,3.2,1,0,1,1,3,2,1_3,9,2
52607,0,11.0,Mobile Phone,1,24.0,Credit Card,Male,2.0,5,Laptop & Accessory,1,Married,4,1,16.0,0.0,1.0,0.0,158,0.358,5.1,0,0,1,0.09090909090909091,158.0,0,0,0.6,0,1,3,1,2,1,1_2,8,4
52608,1,6.0,Computer,1,14.0,COD,Male,2.0,4,Mobile,3,Married,10,1,16.0,1.0,1.0,0.0,124,0.524,4.9,1,1,0,0.16666666666666666,124.0,0,0,1.7999999999999998,1,0,1,1,3,1,1_3,9,2
52609,0,15.0,Phone,1,18.0,CC,Male,3.0,3,Mobile,4,Married,9,0,22.0,1.0,1.0,4.0,128,0.8280000000000001,4.700000000000001,1,0,0,0.06666666666666667,128.0,0,0,3.2,0,2,0,1,3,1,1_3,9,2
52610,0,28.0,Mobile Phone,1,8.0,Credit Card,Male,2.0,4,Others,5,Married,9,0,12.0,1.0,1.0,0.0,290,0.89,4.9,0,0,0,0.03571428571428571,290.0,0,0,3.8,1,1,3,1,5,1,1_5,11,0
52611,0,6.0,Computer,1,10.0,COD,Male,3.0,3,Laptop & Accessory,4,Married,6,0,15.0,0.0,1.0,7.0,131,0.8310000000000002,4.4,0,1,0,0.16666666666666666,131.0,0,0,3.2,1,0,1,1,2,1,1_2,8,2
52612,0,9.0,Phone,1,15.0,Debit Card,Male,3.0,3,Mobile,5,Married,2,0,20.0,0.0,1.0,4.0,123,0.9230000000000002,4.700000000000001,1,0,0,0.1111111111111111,123.0,0,0,3.8,1,2,4,1,3,1,1_3,9,2
52613,0,7.0,Computer,3,16.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Married,2,1,14.0,1.0,1.0,7.0,140,0.54,4.0,0,0,0,0.14285714285714285,140.0,0,0,1.7999999999999998,0,0,4,1,2,1,1_2,8,2
52614,0,26.0,Computer,1,7.0,Credit Card,Female,2.0,4,Grocery,3,Married,5,1,20.0,1.0,1.0,3.0,230,0.63,4.6000000000000005,0,0,0,0.038461538461538464,230.0,0,0,1.7999999999999998,1,0,3,0,1,1,0_1,1,0
52615,0,16.0,Phone,2,8.0,Debit Card,Male,3.0,3,Mobile,1,Single,1,0,13.0,1.0,1.0,8.0,135,0.5350000000000001,4.300000000000001,1,0,1,0.0625,135.0,0,0,1.4,1,2,4,1,3,2,1_3,9,4
52616,0,7.0,Mobile Phone,3,9.0,Debit Card,Female,2.0,5,Laptop & Accessory,1,Single,6,0,12.0,2.0,2.0,2.0,160,0.6600000000000001,5.2,0,0,1,0.2857142857142857,80.0,0,0,1.4,1,1,4,0,2,2,0_2,2,4
52617,1,0.0,Phone,3,13.0,E wallet,Male,3.0,3,Mobile,4,Single,2,0,13.0,0.0,1.0,0.0,127,0.8270000000000002,5.1000000000000005,1,0,0,0.0,127.0,0,0,3.2,1,2,5,1,3,2,1_3,9,2
52618,0,11.0,Phone,1,12.0,UPI,Female,2.0,4,Mobile Phone,3,Married,2,0,11.0,1.0,1.0,4.0,137,0.5369999999999999,4.5,1,0,0,0.09090909090909091,137.0,0,0,2.5999999999999996,1,2,6,0,4,1,0_4,4,2
52619,1,0.0,Phone,1,14.0,CC,Female,3.0,3,Mobile,5,Married,2,1,17.0,0.0,1.0,0.0,124,0.924,5.1000000000000005,1,0,0,0.0,124.0,0,0,3.0,1,2,0,0,3,1,0_3,3,2
52620,0,4.0,Mobile Phone,3,35.0,E wallet,Female,3.0,4,Laptop & Accessory,1,Married,2,0,14.0,0.0,5.0,7.0,155,1.755,5.800000000000001,0,0,1,1.25,31.0,0,1,1.4,0,1,5,0,2,1,0_2,2,4
52621,0,24.0,Mobile Phone,1,9.0,Cash on Delivery,Female,2.0,3,Fashion,3,Married,3,0,11.0,2.0,2.0,3.0,231,0.9309999999999998,4.7,0,1,0,0.08333333333333333,115.5,0,0,2.5999999999999996,1,1,2,0,0,1,0_0,0,0
52622,0,10.0,Phone,3,15.0,E wallet,Male,2.0,4,Laptop & Accessory,4,Married,2,0,14.0,1.0,1.0,3.0,142,0.6420000000000001,4.6000000000000005,0,0,0,0.1,142.0,0,0,3.2,1,2,5,1,2,1,1_2,8,2
52623,0,19.0,Mobile Phone,1,8.0,Credit Card,Male,2.0,3,Others,1,Married,8,1,15.0,2.0,2.0,2.0,293,0.7930000000000001,4.800000000000001,0,0,1,0.10526315789473684,146.5,0,0,0.6,1,1,3,1,5,1,1_5,11,0
52624,0,9.0,Mobile Phone,1,16.0,Debit Card,Male,2.0,3,Fashion,5,Married,8,1,13.0,2.0,5.0,7.0,183,1.983,5.2,0,0,0,0.5555555555555556,36.6,0,1,3.0,0,1,4,1,0,1,1_0,6,1
52625,1,7.0,Computer,1,14.0,CC,Male,3.0,3,Mobile,4,Married,2,1,12.0,2.0,2.0,3.0,123,1.123,5.1000000000000005,1,0,0,0.2857142857142857,61.5,0,0,2.4,1,0,0,1,3,1,1_3,9,2
52626,0,10.0,Phone,2,14.0,UPI,Male,2.0,3,Laptop & Accessory,4,Married,3,0,13.0,3.0,4.0,7.0,141,1.5410000000000001,4.9,0,0,0,0.4,35.25,0,1,3.2,1,2,6,1,2,1,1_2,8,2
52627,1,0.0,Mobile Phone,3,33.0,Debit Card,Male,2.0,3,Laptop & Accessory,1,Single,2,1,18.0,3.0,7.0,7.0,158,2.158,5.800000000000001,0,0,1,0.0,22.571428571428573,0,1,0.6,0,1,4,1,2,2,1_2,8,4
52628,0,6.0,Phone,1,14.0,Debit Card,Male,3.0,1,Mobile,5,Married,7,0,19.0,3.0,7.0,6.0,131,2.731,5.9,1,0,0,1.1666666666666667,18.714285714285715,0,1,3.8,1,2,4,1,3,1,1_3,9,1
52629,0,9.0,Phone,1,7.0,Debit Card,Male,2.0,3,Mobile,1,Married,2,0,11.0,0.0,1.0,3.0,120,0.32000000000000006,4.4,1,0,1,0.1111111111111111,120.0,0,0,1.4,1,2,4,1,3,1,1_3,9,4
52630,0,12.0,Mobile Phone,1,16.0,Credit Card,Male,3.0,3,Fashion,3,Single,8,0,21.0,2.0,2.0,2.0,235,1.135,5.200000000000001,0,0,0,0.16666666666666666,117.5,0,0,2.5999999999999996,0,1,3,1,0,2,1_0,6,0
52631,0,19.0,Computer,3,32.0,Debit Card,Male,3.0,4,Laptop & Accessory,4,Single,9,0,15.0,1.0,2.0,2.0,180,1.1800000000000002,5.4,0,0,0,0.10526315789473684,90.0,0,0,3.2,0,0,4,1,2,2,1_2,8,1
52632,0,13.0,Phone,1,8.0,Debit Card,Female,3.0,3,Mobile,5,Married,5,0,17.0,1.0,1.0,2.0,134,0.934,4.9,1,0,0,0.07692307692307693,134.0,0,0,3.8,1,2,4,0,3,1,0_3,3,2
52633,0,15.0,Mobile Phone,1,19.0,Credit Card,Male,3.0,1,Laptop & Accessory,5,Married,6,0,18.0,1.0,1.0,0.0,155,0.9550000000000002,4.7,0,0,0,0.06666666666666667,155.0,0,0,3.8,0,1,3,1,2,1,1_2,8,2
52634,0,8.0,Computer,1,8.0,Credit Card,Male,2.0,3,Laptop & Accessory,1,Married,3,0,14.0,1.0,1.0,7.0,158,0.358,4.0,0,0,1,0.125,158.0,0,0,1.4,1,0,3,1,2,1,1_2,8,4
52635,0,11.0,Computer,2,14.0,UPI,Male,3.0,3,Mobile,4,Married,6,0,13.0,2.0,3.0,8.0,126,1.426,4.9,1,0,0,0.2727272727272727,42.0,0,0,3.2,1,0,6,1,3,1,1_3,9,1
52636,1,0.0,Computer,1,15.0,Debit Card,Male,3.0,3,Laptop & Accessory,5,Married,5,0,17.0,0.0,1.0,7.0,153,0.953,4.4,0,0,0,0.0,153.0,0,0,3.8,1,0,4,1,2,1,1_2,8,2
52637,1,0.0,Phone,1,16.0,Credit Card,Male,2.0,3,Laptop & Accessory,5,Single,2,0,15.0,0.0,1.0,8.0,142,0.7420000000000001,3.9000000000000004,0,0,0,0.0,142.0,0,0,3.8,0,2,3,1,2,2,1_2,8,2
52638,0,12.0,Computer,3,26.0,Debit Card,Male,2.0,3,Laptop & Accessory,1,Married,3,0,18.0,1.0,2.0,2.0,141,0.641,4.800000000000001,0,0,1,0.16666666666666666,70.5,0,0,1.4,0,0,4,1,2,1,1_2,8,4
52639,0,16.0,Computer,1,14.0,Debit Card,Male,2.0,3,Mobile,3,Single,5,0,13.0,1.0,1.0,2.0,124,0.524,4.5,1,0,0,0.0625,124.0,0,0,2.5999999999999996,1,0,4,1,3,2,1_3,9,2
52640,0,14.0,Mobile Phone,1,11.0,Debit Card,Male,2.0,1,Laptop & Accessory,4,Single,4,0,12.0,0.0,1.0,2.0,169,0.669,4.1000000000000005,0,0,0,0.07142857142857142,169.0,0,0,3.2,1,1,4,1,2,2,1_2,8,2
52641,0,14.0,Mobile Phone,3,10.0,E wallet,Female,2.0,3,Fashion,3,Married,1,1,13.0,5.0,13.0,5.0,204,4.204000000000001,7.800000000000001,0,0,0,0.9285714285714286,15.692307692307692,1,1,1.7999999999999998,1,1,5,0,0,1,0_0,0,3
52642,0,3.0,Mobile Phone,1,16.0,Credit Card,Female,3.0,3,Fashion,3,Single,10,0,14.0,0.0,1.0,2.0,197,0.7969999999999999,4.9,0,0,0,0.3333333333333333,197.0,0,0,2.5999999999999996,0,1,3,0,0,2,0_0,0,2
52643,1,9.0,Phone,2,26.0,CC,Female,3.0,3,Mobile,4,Married,1,1,11.0,0.0,1.0,4.0,121,0.8210000000000002,4.700000000000001,1,0,0,0.1111111111111111,121.0,0,0,2.4,0,2,0,0,3,1,0_3,3,2
52644,1,9.0,Mobile Phone,1,27.0,Credit Card,Female,3.0,3,Laptop & Accessory,4,Married,5,0,22.0,3.0,3.0,7.0,189,1.489,5.0,0,0,0,0.3333333333333333,63.0,0,1,3.2,0,1,3,0,2,1,0_2,2,1
52645,0,13.0,Mobile Phone,1,7.0,Debit Card,Female,2.0,3,Laptop & Accessory,1,Married,5,0,17.0,0.0,1.0,3.0,165,0.365,4.4,0,0,1,0.07692307692307693,165.0,0,0,1.4,1,1,4,0,2,1,0_2,2,4
52646,0,7.0,Mobile Phone,3,14.0,COD,Male,3.0,1,Laptop & Accessory,3,Married,2,0,21.0,2.0,4.0,8.0,168,1.668,4.800000000000001,0,1,0,0.5714285714285714,42.0,0,1,2.5999999999999996,1,1,1,1,2,1,1_2,8,2
52647,0,30.0,Computer,3,8.0,Credit Card,Male,2.0,3,Grocery,4,Married,5,0,22.0,1.0,14.0,14.0,263,4.663,7.199999999999999,0,0,0,0.4666666666666667,18.785714285714285,1,1,3.2,1,0,3,1,1,1,1_1,7,3
52648,0,8.0,Phone,1,29.0,CC,Male,3.0,5,Mobile,3,Married,1,0,16.0,0.0,1.0,3.0,127,0.7270000000000001,5.2,1,0,0,0.125,127.0,0,0,2.5999999999999996,0,2,0,1,3,1,1_3,9,2
52649,0,20.0,Mobile Phone,1,10.0,Debit Card,Female,3.0,4,Fashion,4,Married,9,1,12.0,5.0,14.0,10.0,203,4.803,8.2,0,0,0,0.7,14.5,1,1,2.4,1,1,4,0,0,1,0_0,0,3
52650,0,13.0,Phone,1,18.0,Debit Card,Female,2.0,3,Laptop & Accessory,5,Married,3,0,12.0,1.0,7.0,7.0,144,2.544,5.800000000000001,0,0,0,0.5384615384615384,20.571428571428573,1,1,3.8,0,2,4,0,2,1,0_2,2,1
52651,0,27.0,Mobile Phone,1,13.0,Credit Card,Female,3.0,3,Laptop & Accessory,1,Married,5,0,15.0,1.0,1.0,7.0,169,0.569,4.4,0,0,1,0.037037037037037035,169.0,0,0,1.4,1,1,3,0,2,1,0_2,2,0
52652,0,4.0,Computer,3,13.0,E wallet,Female,3.0,3,Fashion,5,Married,3,0,14.0,2.0,2.0,2.0,196,1.296,5.200000000000001,0,0,0,0.5,98.0,0,0,3.8,1,0,5,0,0,1,0_0,0,1
52653,0,1.0,Phone,1,7.0,Credit Card,Female,3.0,3,Mobile Phone,5,Married,2,0,25.0,1.0,1.0,2.0,136,0.936,4.9,1,0,0,1.0,136.0,0,0,3.8,1,2,3,0,4,1,0_4,4,2
52654,0,11.0,Mobile Phone,3,8.0,E wallet,Female,3.0,5,Laptop & Accessory,1,Married,3,1,20.0,0.0,1.0,3.0,154,0.554,5.2,0,0,1,0.09090909090909091,154.0,0,0,0.6,1,1,5,0,2,1,0_2,2,4
52655,0,0.0,Phone,3,16.0,Credit Card,Male,2.0,3,Laptop & Accessory,1,Single,2,0,13.0,1.0,1.0,2.0,147,0.347,4.5,0,0,1,0.0,147.0,0,0,1.4,0,2,3,1,2,2,1_2,8,4
52656,0,30.0,Computer,1,21.0,Debit Card,Male,2.0,3,Grocery,3,Married,3,1,14.0,2.0,2.0,2.0,258,0.958,4.800000000000001,0,0,0,0.06666666666666667,129.0,0,0,1.7999999999999998,0,0,4,1,1,1,1_1,7,0
52657,0,9.0,Computer,1,20.0,Credit Card,Female,2.0,3,Mobile Phone,3,Single,2,0,16.0,1.0,1.0,0.0,115,0.5149999999999999,4.7,1,0,0,0.1111111111111111,115.0,0,0,2.5999999999999996,0,0,3,0,4,2,0_4,4,2
52658,1,0.0,Phone,2,24.0,UPI,Male,3.0,1,Mobile,5,Married,1,0,17.0,1.0,1.0,0.0,130,0.93,4.7,1,0,0,0.0,130.0,0,0,3.8,0,2,6,1,3,1,1_3,9,2
52659,1,0.0,Phone,2,14.0,UPI,Male,2.0,4,Mobile,5,Married,5,1,15.0,2.0,2.0,0.0,123,1.023,5.2,1,0,0,0.0,61.5,0,0,3.0,1,2,6,1,3,1,1_3,9,2
52660,0,18.0,Computer,3,8.0,Debit Card,Female,3.0,3,Laptop & Accessory,3,Married,5,0,22.0,3.0,5.0,7.0,152,1.9519999999999997,5.6000000000000005,0,0,0,0.2777777777777778,30.4,0,1,2.5999999999999996,1,0,4,0,2,1,0_2,2,1
52661,0,9.0,Mobile Phone,1,8.0,UPI,Female,3.0,3,Laptop & Accessory,4,Married,5,1,22.0,1.0,1.0,0.0,170,0.8700000000000001,5.1000000000000005,0,0,0,0.1111111111111111,170.0,0,0,2.4,1,1,6,0,2,1,0_2,2,2
52662,0,16.0,Computer,3,8.0,Debit Card,Male,3.0,3,Laptop & Accessory,1,Married,2,0,20.0,7.0,7.0,7.0,157,2.357,6.200000000000001,0,0,1,0.4375,22.428571428571427,1,1,1.4,1,0,4,1,2,1,1_2,8,3
52663,0,0.0,Computer,1,14.0,Debit Card,Female,2.0,3,Mobile,1,Single,1,1,14.0,1.0,1.0,2.0,124,0.32400000000000007,4.5,1,0,1,0.0,124.0,0,0,0.6,1,0,4,0,3,2,0_3,3,4
52664,0,2.0,Computer,1,26.0,Credit Card,Male,2.0,3,Mobile Phone,1,Married,2,0,13.0,1.0,3.0,10.0,138,0.9379999999999997,4.3,1,0,1,1.5,46.0,0,0,1.4,0,0,3,1,4,1,1_4,10,4
52665,0,5.0,Computer,3,16.0,E wallet,Male,3.0,3,Laptop & Accessory,1,Single,9,0,13.0,0.0,1.0,0.0,146,0.546,5.1000000000000005,0,0,1,0.2,146.0,0,0,1.4,0,0,5,1,2,2,1_2,8,4
52666,0,15.0,Computer,1,16.0,COD,Male,3.0,3,Mobile,3,Married,4,0,22.0,3.0,3.0,3.0,129,1.329,5.4,1,1,0,0.2,43.0,0,0,2.5999999999999996,0,0,1,1,3,1,1_3,9,1
